name,L-30_1,L-30_2,L-30_3,FD30_1,FD30_2,FD30_3,FD90_1,FD90_2,FD90_3,FD150_1,FD150_2,FD150_3,R+1_1,R+1_2,R+1_3,R+7_1,R+7_2,R+7_3
MGYG000002017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1668 sp900768105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-110 sp900544945,0.00018,0.00017,0.00031,0.00029,0.00022,0.00128,0.00027,0.00019,0.00079,0.00028,0.00021,0.00204,0.00022,0.00025,0.00054,0.00026,0.00024,0.0016
CAG-110 sp003525905,1e-05,0,1e-05,0,0,0,0,0,0,3e-05,0,0,6e-05,1e-05,0,1e-05,0,1e-05
CAG-110 sp900556935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-110 sp900769995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-110 sp900762245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0
CAG-110 sp900544705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-110 sp900549495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-110 sp900544405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-110 sp900769835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-110 sp900553805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-110 sp900752285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-110 sp000435995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-110 sp000434635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-110 sp900547405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-110 sp900554625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawsonibacter asaccharolyticus,0.00014,1e-05,3e-05,2e-05,1e-05,2e-05,8e-05,1e-05,0.00013,8e-05,1e-05,2e-05,0.00019,2e-05,2e-05,5e-05,1e-05,4e-05
Lawsonibacter sp014287875,7e-05,4e-05,0.0005,5e-05,1e-05,3e-05,6e-05,1e-05,0.00025,0.00017,3e-05,3e-05,0.00024,4e-05,4e-05,6e-05,1e-05,0.00016
Lawsonibacter sp900066825,0.00058,4e-05,3e-05,0.00051,1e-05,0,0.00229,1e-05,2e-05,0.00063,0,2e-05,0.00507,2e-05,9e-05,0.00021,1e-05,3e-05
Lawsonibacter sp900763995,0,0,0,0,0,0,0,0,0,1e-05,0,0,1e-05,0,0,0,0,0
Lawsonibacter sp900553135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawsonibacter sp900549405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lawsonibacter sp900766145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysosmobacter sp900770295,4e-05,3e-05,1e-05,5e-05,3e-05,1e-05,4e-05,3e-05,1e-05,3e-05,3e-05,1e-05,4e-05,4e-05,1e-05,3e-05,3e-05,1e-05
Dysosmobacter sp900763685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysosmobacter sp900544615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysosmobacter sp900551885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysosmobacter sp900556925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dysosmobacter sp900546705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudoflavonifractor capillosus,8e-05,4e-05,5e-05,3e-05,1e-05,0,5e-05,1e-05,2e-05,0.00023,1e-05,1e-05,0.00036,5e-05,3e-05,5e-05,1e-05,2e-05
Evtepia gabavorous,5e-05,1e-05,8e-05,3e-05,1e-05,2e-05,3e-05,1e-05,6e-05,0.0002,0,8e-05,0.00031,3e-05,7e-05,5e-05,1e-05,5e-05
MGYG000000739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evtepia sp900758955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evtepia sp900546255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83 sp000435555,2e-05,1e-05,5e-05,2e-05,0,1e-05,1e-05,1e-05,4e-05,5e-05,1e-05,3e-05,7e-05,2e-05,3e-05,7e-05,1e-05,3e-05
CAG-83 sp900552725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83 sp900545495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83 sp900547745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83 sp900556015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83 sp900545585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83 sp900551995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83 sp001916855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83 sp900549395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83 sp900550615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83 sp900756715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83 sp902388735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-83 sp900552475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA9475 sp900549885,0,0,0,1e-05,1e-05,0,1e-05,1e-05,0,1e-05,1e-05,0,1e-05,1e-05,0,1e-05,1e-05,0
UBA9475 sp900554075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscillibacter ruminantium,1e-05,0,1e-05,0,0,0,0,0,3e-05,1e-05,0,1e-05,2e-05,0,1e-05,1e-05,0,3e-05
UBA1777 sp900547315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1777 sp900549865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1777 sp900754515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004062,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1777 sp900549645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1777 sp900549545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F23-B02 sp002472405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGM12998 sp900756495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-103 sp000432375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-170 sp000432135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-170 sp900751035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1872 sp900555795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1872 sp902373635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ER4 sp900317525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05
ER4 sp900763705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA738 sp003522945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA738 sp900763675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA5446 sp900545405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA5446 sp900544765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NK3B98 sp900545815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marseille-P3106 sp900169975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002727,0,0,0,0,0,0,0,0,0,1e-05,0,0,6e-05,0,0,2e-05,0,1e-05
MGYG000002696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudoruminococcus massiliensis,0.0001,0.00013,8e-05,2e-05,2e-05,3e-05,5e-05,5e-05,8e-05,0.00013,4e-05,2e-05,0.00013,0.00014,0.00011,0.00011,0.00011,4e-05
Pseudoruminococcus sp902765855,0,0,0,0,0,0,1e-05,1e-05,0,1e-05,1e-05,0,0,1e-05,0,0,1e-05,0
Caproiciproducens sp000752215,8e-05,3e-05,7e-05,0.00011,4e-05,2e-05,4e-05,1e-05,0.00013,0.00013,3e-05,4e-05,0.00013,3e-05,0.00011,5e-05,3e-05,7e-05
Caproiciproducens sp900546895,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,1e-05,0
Marseille-P4683 sp900232885,0.00033,0.0001,2e-05,5e-05,2e-05,2e-05,7e-05,3e-05,8e-05,0.00024,0.00011,4e-05,0.00029,5e-05,0.00013,0.00017,3e-05,6e-05
Eubacterium_R sp900540305,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05,2e-05,1e-05,1e-05,2e-05,0
Eubacterium_R sp014465955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000443,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0
Eubacterium_R sp002493325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0
Eubacterium_R sp900539775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_R sp900767025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_R sp000436835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_R sp900555015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_R sp900547915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_R sp900764665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium_R sp900542875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_E merdae,2e-05,0,0,0,0,0,0,0,3e-05,1e-05,0,0,1e-05,1e-05,2e-05,1e-05,0,0
Clostridium_E jeddahense,5e-05,0,1e-05,0,0,0,0,0,0,1e-05,0,0,1e-05,0,2e-05,0,0,0
Clostridium_E sporosphaeroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_A leptum,1e-05,1e-05,2e-05,1e-05,0,0,1e-05,1e-05,1e-05,0.00026,0,2e-05,0.00038,2e-05,4e-05,5e-05,1e-05,1e-05
MGYG000003768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003872,1e-05,0,0,3e-05,0,0,1e-05,0,1e-05,1e-05,0,0,0,0,0,1e-05,0,0
MGYG000004159,2e-05,1e-05,1e-05,2e-05,0,1e-05,2e-05,0,4e-05,0.0001,1e-05,3e-05,0.0002,1e-05,9e-05,3e-05,2e-05,6e-05
MGYG000004076,3e-05,0,1e-05,2e-05,0,1e-05,1e-05,0,0.00013,5e-05,0,2e-05,0.00019,0,0.00011,3e-05,0,7e-05
UMGS1071 sp900541905,0,0,0,0,0,0,0,0,0,2e-05,0,0,1e-05,0,0,0,0,0
UMGS1071 sp900548305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1071 sp900542375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-488 sp900539465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-488 sp003486665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-488 sp000434055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-488 sp900554995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
An172 sp002160515,2e-05,0,1e-05,1e-05,0,0,0,0,1e-05,0,0,1e-05,1e-05,0,1e-05,1e-05,0,1e-05
Ruminococcus_E bromii,6e-05,1e-05,0.00031,4e-05,1e-05,6e-05,0.00035,1e-05,0.00014,7e-05,1e-05,1e-05,6e-05,0,0.00047,4e-05,1e-05,0.00016
Ruminococcus_E sp900314705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acutalibacter sp900755895,1e-05,0,1e-05,2e-05,1e-05,0,1e-05,0,2e-05,2e-05,1e-05,0,6e-05,0,2e-05,1e-05,0,1e-05
MGYG000004807,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Acutalibacter sp900548545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acutalibacter sp900543305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acutalibacter sp000432995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-177 sp900771185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0
CAG-177 sp003538135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-177 sp000431775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-177 sp003514385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGM12814 sp900770165,0,0,5e-05,0,0,1e-05,0,0,1e-05,0,0,2e-05,0,0,5e-05,2e-05,0,3e-05
Anaeromassilibacillus sp002159845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUG420 sp900542575,1e-05,0,0,0,0,0,0,0,1e-05,0,0,0,1e-05,0,0,1e-05,0,0
RUG420 sp900771085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA6857 sp900767015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA6857 sp900768075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA6857 sp900555805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1397 sp900551425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1397 sp900761355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1491 sp900552265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1491 sp900554335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1491 sp900757335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA5905 sp002437905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1279 sp900761625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA737 sp900768035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA737 sp900549755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA737 sp900543215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA737 sp900549055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA737 sp900547305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA737 sp900554525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA737 sp900769375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1532 sp900552605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS905 sp900540085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA945 sp900549675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUG806 sp900313475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTU089 sp002440045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1227 sp900545655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1417 sp002305575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1417 sp003531055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1976 sp900769535,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0
MGYG000002038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1691 sp900549825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1691 sp900552985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1474 sp900552115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0
MGYG000004892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA1081 sp900543395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS856 sp900760305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS403 sp900540865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agathobaculum butyriciproducens,0.00025,0.00014,0.00062,0.00013,0.0001,3e-05,0.00025,0.00019,0.00013,0.00131,0.00022,0.00077,0.00023,0.00029,0.00011,0.00021,0.00016,0.00011
Agathobaculum sp900557315,0,0,0,1e-05,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
Agathobaculum sp900555465,0,0,2e-05,0,0,0,0,0,0,2e-05,0,1e-05,0,0,0,0,0,0
MGYG000004135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000002627,0.00013,1e-05,1e-05,2e-05,1e-05,0,0,0,0,0,2e-05,0,0,0,0,0,0,0
MGYG000002604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butyricicoccus_A sp002395695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000003305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0
HGM12669 sp900761935,6e-05,8e-05,3e-05,0.00012,6e-05,4e-05,9e-05,8e-05,7e-05,0.00013,9e-05,9e-05,0.00013,9e-05,7e-05,0.00012,9e-05,4e-05
MGYG000001133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000719,2e-05,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000001879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QALR01 sp900542425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QALR01 sp900552255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QALR01 sp900553085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1312 sp900550625,1e-05,1e-05,1e-05,1e-05,0,0,0,0,1e-05,0,1e-05,0,0,1e-05,1e-05,1e-05,0,0
UMGS1696 sp900763885,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1696 sp900554225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1865 sp900547725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1865 sp900555785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0
UMGS1815 sp900555345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS911 sp003343545,0,0,3e-05,0,0,0,0,0,0,4e-05,1e-05,0,2e-05,0,0,1e-05,0,1e-05
UMGS911 sp900545935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004722,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0
MGYG000000352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-724 sp900551005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firm-07 sp900770145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05
MGYG000004098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS902 sp900546635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS902 sp900761025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA11512 sp003522145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-390 sp900753295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS874 sp900546315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-841 sp000437375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-841 sp002479075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAG-272 sp000433515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS2055 sp900557635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000000350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA644 sp002299265,0.00075,3e-05,5e-05,8e-05,1e-05,1e-05,2e-05,1e-05,4e-05,6e-05,2e-05,2e-05,0.00016,5e-05,7e-05,5e-05,2e-05,5e-05
HGM12619 sp900753195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAMX01 sp003149835,1e-05,0,0,1e-05,0,0,0,0,1e-05,1e-05,1e-05,0,0,0,1e-05,0,0,0
QAMX01 sp004555605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS882 sp900546385,1e-05,0,0,0,0,0,0,0,1e-05,1e-05,0,0,0,0,0,1e-05,0,0
MGYG000004231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS882 sp900757905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMGS1052 sp900548115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCG-010 sp900754535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAKW01 sp003343605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGYG000004100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptostreptococcus russellii_A,0.00078,0.00086,0.00012,0.00027,0.00025,0.00036,0.00099,0.00076,0.00052,0.00084,0.00087,0.00038,0.00043,0.00075,0.00029,0.00069,0.00064,0.00028
Peptostreptococcus anaerobius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptostreptococcus sp900759325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrisporobacter sp902363255,4e-05,0.00013,2e-05,7e-05,0.0001,1e-05,2e-05,4e-05,0.00017,2e-05,0.00015,2e-05,2e-05,3e-05,2e-05,3e-05,5e-05,3e-05
Terrisporobacter glycolicus_A,1e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0
Clostridioides difficile,2e-05,2e-05,1e-05,0,2e-05,1e-05,0,1e-05,2e-05,1e-05,1e-05,3e-05,1e-05,1e-05,2e-05,1e-05,1e-05,2e-05
